Nahuatl|Spanish|Verse
pampa xitlaj quijtosnequi tla ticpias circuncisión noso ca. Yej hueyi quijtosnequi tla tictlacamatis itlanahuatilhuan Dios.|La circuncisión no es nada, y la incircuncisión no es nada; más bien, lo que vale es guardar los mandamientos de Dios|b.1CO.7.19
Quemaj on rey ijquin oquinnahuatij on yejhuan tetlamacayaj: “Xmasajsalocan niman xquicxisajsalocan, niman xcontlajcalican campa tlayohuatoc campa chocas niman notlantotopotzas.”|"Entonces el rey dijo a los que servían: ""Atadle los pies y las manos y echadle en las tinieblas de afuera."" Allí habrá llanto y crujir de dientes"|b.MAT.22.13
Niman quemaj on rey Herodes sanoyej onajman. Pero pampa yejhua yonocalactijca ican itlajtol, niman impampa itenotzcahuan yejhuan ihuan tlacuaj, on rey oquichiu quen oquijtojca.|El rey se entristeció mucho, pero a causa del juramento y de los que estaban a la mesa, no quiso rechazarla|b.MAR.6.26
Yej xchihuacan quen nejhua nicchihua. Nicchihua canica para nochi on tlen nicchihua ica niquimpactia nochimej. Xnictejtemohua on tlen cuajli san para nejhua, yej nictejtemohua on tlen cuajli para ocsequimej, para ijcon yejhuamej nomaquixtisquej.|así como yo en todo complazco a todos, no buscando mi propio beneficio sino el de muchos, para que sean salvos|b.1CO.10.33
Niman chica ihuan tlajtlajtohuaya, ocalac campa oquinnextijtajsic miyequej tlacamej yonosentlalijcaj.|Mientras hablaba con él, entró y halló que muchos se habían reunido|b.ACT.10.27
'Xtlajcuilhui ipastor on tiopan ne Esmirna niman ijquin xquijli: In yejhua itlajtol on yejhuan omic niman ocsejpa oyoliu, yejhuan achtoj niman sa ica nochi de nochi tlajtlamach.|"""Escribe al ángel de la iglesia en Esmirna: El primero y el último, el que estuvo muerto y vivió, dice estas cosas"|b.REV.2.8
Tej, campa nemejhuamej nenquipiasquej nemorriquezas, no ompa onyas nemoyojlo.|Porque donde esté tu tesoro, allí también estará tu corazón|b.MAT.6.21
Nejhua, tej, yejhuan oninochiu Tlacatl onihuajlaj para onictejtemoco niman oniquicmaquixtico on yejhuan ixpolijtoquej.|Porque el Hijo del Hombre ha venido a buscar y a salvar lo que se había perdido|b.LUK.19.10
Xqueman yacaj quitaya Dios. Pero isenTeconetzin yejhuan toTajtzin sanoyej quitlajsojtla yejhua yoquipantlantij.|A Dios nadie le ha visto jamás; el Dios único que está en el seno del Padre, él le ha dado a conocer|b.JOH.1.18
On yejhuan xsan se quinemilia quichihuas, yej san tlajtlamach quinequi quichihuas, xquimatis tla cuajli noso tla xcuajli para quichihuas.|El hombre de doble ánimo es inestable en todos sus caminos|b.JAM.1.8
Yejhua ica on Yectlajcuilojli ijquin quijtohua: “On yejhuan xhebreos san nemopampa quijtohuiliaj Dios on tlen xcuajli.”|Porque como está escrito: El nombre de Dios es blasfemado por causa de vosotros entre los gentiles|b.ROM.2.24
Yejhua ica, tej, xcahuilican Dios ma mechmandaro niman ma ca xmocahuilican on diablo ma mechmandaro, niman ijcon yejhua mechtlalcahuis.|Someteos, pues, a Dios. Resistid al diablo, y él huirá de vosotros|b.JAM.4.7
Ma ca xmocahuilican mechcajcayahuacan. Oncaj tlajtojli yejhuan ijquin quijtohua: “On xcuajcualtin tehuicaltin quijtlacohuaj on tlen cuajli sequimej quichihuaj.”|"No os dejéis engañar: ""Las malas compañías corrompen las buenas costumbres."|b.1CO.15.33
Niman ompa onatlalijquej oyajquej para Antioquía on hueyican campa on tlaneltocaquej oquitlajtlanijcaj Dios para ma quintiochihua ipan on tequitl yejhuan aman cuajli yotlanquej.|De allí navegaron a Antioquía, donde habían sido encomendados a la gracia de Dios para la obra que habían acabado|b.ACT.14.26
Aman nemechnanquilia yejhua ica on tlen tlajtlamach onennechtlajtoltijquej ipan nemotlajcuilolamau. Melahuac cuajli yesquia para se tlacatl xnonamictisquia.|En cuanto a las cosas de que me escribisteis, bueno es para el hombre no tocar mujer|b.1CO.7.1
Niman ijcuac yehuaticatca Jesús ne ipan on tepetl itoca Olivos ne ixpan on hueyi tiopan, Pedro, Jacobo, Juan niman Andrés san iseltimej oquitlajtoltijquej:|Estando él sentado en el monte de los Olivos frente al templo, Pedro, Jacobo, Juan y Andrés le preguntaban aparte|b.MAR.13.3
Pero Cristo xqueman miqui, niman ijquin itequiu xqueman panohua itech ocse tlacatl.|Pero éste, porque permanece para siempre, tiene un sacerdocio perpetuo|b.HEB.7.24
Niman ijcuac oquitac ompaca panohuaya Jesús, oquijtoj: ―Xquitacan on tlacatl. On iborreguito Dios. Dios ocuajtitlan para quihuentlalisquej quen se borreguito.|Al ver a Jesús que andaba por allí, dijo: --¡He aquí el Cordero de Dios|b.JOH.1.36
Ijcuac Jesús oajsic ne ichan on tlayecanquetl, niman oquitac ica on músicos nemiyaj listos para contocasquej on ichpocatzin, niman ica on tlacamej sa najcomantinemiyaj,|Cuando Jesús llegó a la casa del principal y vio a los que tocaban las flautas y a la multitud que hacía bullicio|b.MAT.9.23
Yejhuamej, tej, ocalaquitoj ijtic on tlalcontli, pero xoquinextijquej itlalnacayo Jesús.|pero al entrar, no hallaron el cuerpo de Jesús|b.LUK.24.3
Yejhua in nochihua, pampa intlamachilis in tlacamej xtequiti. Yejhuamej nonacastzajtzacuasquej niman nixtzajtzacuasquej para ma ca tlachasquej ican imixtololojhuan, nion ma ca tlacaquisquej ican innacashuan, nion ma ca itlaj cajsicamatisquej ican intlamachilis, nion ma ca nocuepasquej notechica para nejhua niquinmaquixtis.|Porque el corazón de este pueblo se ha vuelto insensible, y con los oídos han oído torpemente. Han cerrado sus ojos para que no vean con los ojos, ni oigan con los oídos, ni entiendan con el corazón, ni se conviertan. Y yo los sanaré|b.MAT.13.15
No ijqui oquijtoj Jesús: ―Sen tlacatl quipiaya ome iconeu.|Dijo además: --Un hombre tenía dos hijos|b.LUK.15.11
Niman oquinanquilijquej: ―Xtechcahuili ma titotlalican monacastlan ijcuac tipehuas titlamandaros ican mohueyilis, se ipan moyecmacopa niman se ipan mopochmacopa.|Ellos dijeron: --Concédenos que en tu gloria nos sentemos el uno a tu derecha y el otro a tu izquierda|b.MAR.10.37
'Pero nicuajtitlanis on tlapalehuijquetl yejhuan quisas itech noTajtzin. Yejhua on Espíritu Santo yejhuan tecajsicamachiltis on tlen melahuac. Ijcuac yejhua huajlas nechteixpantilis.|"""Pero cuando venga el Consolador, el Espíritu de verdad que yo os enviaré de parte del Padre, el cual procede del Padre, él dará testimonio de mí"|b.JOH.15.26
On Espíritu Santo niman isihuau on Borreguito ijquin quijtohuaj: ―Xhuajla. Niman on yejhuan caquis, no ma quijto: ―Xhuajla. Niman on yejhuan amiqui, ma huajla. Niman yejhuan quinequi, ma coni on atl yejhuan tetlayocolijli niman yejhuan quitemaca nemilistli.|"El Espíritu y la esposa dicen: ""¡Ven!"" El que oye diga: ""¡Ven!"" El que tiene sed, venga. El que quiere, tome del agua de vida gratuitamente"|b.REV.22.17
Ijcuac Ananías ijcon ocac, oquijlij: ―NoTeco, ye niquincaquilijtinemi miyequej ica on tlacatl quech san tlajtlamach yoquinchihuilij on yejhuan otiquintlapejpenij para moyaxcahuan ne Jerusalén.|Entonces Ananías respondió: --Señor, he oído a muchos hablar acerca de este hombre, y de cuántos males ha hecho a tus santos en Jerusalén|b.ACT.9.13
Niquintlapojpolhuilis on tlen xcuajli oquichijquej, niman xqueman ocsejpa niquelnamiquis intlajtlacolhuan.|Porque seré misericordioso en cuanto a sus injusticias y jamás me acordaré de sus pecados.|b.HEB.8.12
Niman ijcuac itlaj tictoca, xtictoca xojtli para yejhua ma ixhua, yej tictoca on xinachtli trigo noso itlaj ocse.|Y lo que siembras, no es el cuerpo que ha de salir, sino el mero grano, ya sea de trigo o de otra cosa|b.1CO.15.37
Quinemiliaj huelis quintlamachilistisquej on yejhuan xitlaj quimajmatij niman huelis quinmachtisquej on yejhuan quen coconej ixpan Dios, pampa ipan on tlanahuajtijli quipiaj nochi on tlaixmachilistli niman nochi on tlen melahuac.|instructor de los que no saben, maestro de niños, teniendo en la ley la completa expresión del conocimiento y de la verdad|b.ROM.2.20
Juan oquimijlij: ―Nejhua nitlacuatequiya ican atl, pero nemotzajlan ocse nemi yejhuan xnenquixmatij.|Juan les respondió diciendo: --Yo bautizo en agua, pero en medio de vosotros está uno a quien vosotros no conocéis|b.JOH.1.26
On ica ome ilhuicactequitquetl oquitzonoquilij icopa on tlen quipiaya ipan mar, niman on mar onocuep yestli quen iyesyo se micatzintli. Niman nochi tlen yolticatca ipan on mar omic.|El segundo ángel derramó su copa sobre el mar. Y se convirtió en sangre como de muerto. Y murió todo ser viviente que estaba en el mar|b.REV.16.3
Quemaj José ocou se tlaquentli istac sanoyej patioj. Niman ijcuac oquitemohuij on itlalnacayo Jesús, oquitejcuix ican on tlaquentli istac. Quemaj oquitocato ne ijtic se ostotl yejhuan oquichcuajquej ipan tetl. Niman ne itenco ocuejcueptiajquej se tetl sanoyej hueyi, niman ica oquitentzacu.|Comprando una sábana y bajándole de la cruz, José lo envolvió en la sábana y lo puso en un sepulcro que había sido cavado en una peña. Luego hizo rodar una piedra a la entrada del sepulcro|b.MAR.15.46
Miyequej tlacamej oquijcuilojquej quen ijqui onochiu on tlajtlamach opanoc totzajlan.|Puesto que muchos han intentado poner en orden un relato acerca de las cosas que han sido ciertísimas entre nosotros|b.LUK.1.1
Niman on iteco sanoyej quitlajyohuiltis, niman quitlalis inhuan on omexayacyejquej campa chocas niman notlantotopotzas.|y le castigará duramente y le asignará lugar con los hipócritas. Allí habrá llanto y crujir de dientes|b.MAT.24.51
Quemaj on fariseos oquinojlijquej: ―¡Xquitacan, xitlaj otictlanquej! ¡Xquitacan, nochi tlacatl ipan in tlalticpactli oquiselijquej yejhua!|Entonces los fariseos dijeron entre sí: --Ved que nada ganáis. ¡He aquí, el mundo se va tras él|b.JOH.12.19
Ijcuac ocacquej yejhua in, sanoyej onoyolcocojquej niman oquitlajtoltijquej Pedro niman on ocsequimej apóstoles: ―Tocnihuan, ¿tlinon ticchihuasquej?|Entonces, cuando oyeron esto, se afligieron de corazón y dijeron a Pedro y a los otros apóstoles: --Hermanos, ¿qué haremos|b.ACT.2.37
Se tlacatl tlajtlacohua ijcuac xquichihua on tlen quimati cuajli para quichihuas.|Por tanto, al que sabe hacer lo bueno y no lo hace, eso le es pecado|b.JAM.4.17
Ijcuac nencalaquisquej techan, achtopa xtetlajpalocan, xteijlican: “¡Xyolsejtiacan chanejquej!”|"""En cualquier casa donde entréis, primeramente decid: 'Paz sea a esta casa."|b.LUK.10.5
Niman ipeuyan on semana ijcuac Jesús oyoliu niman onoquetzteu ipan itlalcon, Jesús oquinotitij achtoj María on yejhuan hualehua ne Magdala, on yejhuan oquixtilijca chicomemej xcuajcualtin espíritus.|Una vez resucitado Jesús, muy de mañana en el primer día de la semana, apareció primeramente a María Magdalena, de la cual había echado siete demonios|b.MAR.16.9
Niman in xejhua itlaj yencuic quemach onesico, pampa Satanás sa no yejhua nixpatla quen se chipahuac ilhuicactequitquetl.|Y no es de maravillarse, porque Satanás mismo se disfraza como ángel de luz|b.2CO.11.14
On yejhuan achtopa ocacquej on cuajli tlajtojli yejhuan quitemaca temaquixtilistli xoquipixquej on nesehuijli ihuan Dios pampa xoquitlacamatquej. Ijcon, tej, ticmatij ica polihui para ocsequimej calaquisquej niman ihuan nosehuisquej.|Puesto que falta que algunos entren en el reposo, ya que aquellos a quienes primero les fue anunciado no entraron a causa de la desobediencia|b.HEB.4.6
Yejhua mechontas xsan pampa onictlajtlanij ma huiya nemotech, yej pampa sanoyej mechonmatzticaj.|Pues él, a la verdad, aceptó la exhortación; pero siendo también muy solícito, de su propia iniciativa partió hacia vosotros|b.2CO.8.17
Nemejhuamej nenquinemiliaj nentlamatquej, yejhua ica nenquimpialiaj ijyohuilistli on yejhuan locos.|Pues con gusto toleráis a los locos, siendo vosotros sensatos|b.2CO.11.19
Pedro oquinenec ican in tlajtojli: ―Sihuatl, nejhua xniquixmati.|Pero él negó diciendo: --Mujer, no le conozco|b.LUK.22.57
Xquelnamiquican tlinon ipan onochiu isihuau Lot.|Acordaos de la mujer de Lot|b.LUK.17.32
Niman xniquijtohua pampa nechpolojticaj, pampa nejhua ye nicmati quen ninemi ican pactli san ica on tlen nicpia.|No lo digo porque tenga escasez, pues he aprendido a contentarme con lo que tengo|b.PHI.4.11
Niman tla moma mitzchihuilia titlajtlacohua, xtequi. Ijcon xchihua pampa más cuajli ticpias san se moma ijcuac ticalaquis ne ilhuicac xquen tiquimpias ome momahuan niman tias ne mictlan campa on tlitl tetlatij para nochipa,|Si tu mano te hace tropezar, córtala. Mejor te es entrar manco a la vida que teniendo dos manos, ir al infierno, al fuego inextinguible|b.MAR.9.43
'Pero canaj tlacualispan ijcuac niaya ipan nojhui, niman sa nisiu catca para najsis ne Damasco, nimantzin opetlan noyehualican se cojtic tlahuijli yejhuan ohualeu ne ilhuicac.|Pero me sucedió, cuando viajaba y llegaba cerca de Damasco, como a mediodía, que de repente me rodeó de resplandor una gran luz del cielo|b.ACT.22.6
On yejhuan otemoc sa no yejhua on yejhuan otlejcoc ne campa más tlacpac de nochi cielos, para sa no yejhua quitemiltia nochihuiyan ican iEspíritu.|El que descendió es el mismo que también ascendió por encima de todos los cielos, para llenarlo todo|b.EPH.4.10
Ijcuacon on tajtli oquelnamic ica sa no ipan on hora ijcuacon ijcuac Jesús oquijlij: “Moconeu xmiquis.” Yejhua ica, tej, ihuan nochi ichanchanejcahuan oquineltocaquej Jesús.|"El padre entonces entendió que era aquella hora cuando Jesús le había dicho: ""Tu hijo vive."" Y creyó él con toda su casa"|b.JOH.4.53
Quemaj on tlacamej ohualajquej, niman oquitlajtlanilijquej Pilato para ma quixti se yejhuan tzacuticaj quen quichihuani nochipa ipan on ilhuitl.|La multitud se levantó y comenzó a pedir que les hiciese como acostumbraba|b.MAR.15.8
―Ocsequimej oquinmaquixtij, pero sa no yejhua xhueli nomaquixtia. Tla melahuac yejhua inRey on hebreos, ma huajtemo ne ipan on cojnepanojli niman ticneltocasquej.|--A otros salvó; a sí mismo no se puede salvar. ¿Es rey de Israel? ¡Que descienda ahora de la cruz, y creeremos en él|b.MAT.27.42
Huajmostla ocsejpa oquisquej ne Betania, niman ne ipan ojtli Jesús apismiquiya.|Al día siguiente, cuando salieron de Betania, tuvo hambre|b.MAR.11.12
¿Niman aman, tej, tlinon? Miyequej on hebreos xoquinextijquej on temaquixtilistli yejhuan sanoyej quitejtemohuayaj, pero on yejhuan Dios oquintlapejpenij quemaj oquinextijquej. On ocsequimej oyoltechicajquej|¿Qué, pues? Lo que Israel busca, eso no alcanzó, pero los elegidos sí lo alcanzaron; y los demás fueron endurecidos|b.ROM.11.7
Pero on Espíritu Santo nochi ica quiyecanaya Esteban, niman yejhua ontlachix ne ilhuicac niman oquitac ihueyilis Dios, niman Jesús ompa ijcaticatca iyecmacopa Dios.|Pero Esteban, lleno del Espíritu Santo y puestos los ojos en el cielo, vio la gloria de Dios, y a Jesús que estaba de pie a la diestra de Dios|b.ACT.7.55
Tla nejhua nitlajtlajtosquia ican intlajtol ocsequimej tlacamej niman intlajtol ilhuicactequitquej, pero xnitetlajsojtla, notlajtol xitlaj ica tlapalehuiya, yej san caquisti quen se tambor yejhuan cuini noso se campana yejhuan tzilini.|Si yo hablo en lenguas de hombres y de ángeles, pero no tengo amor, vengo a ser como bronce que resuena o un címbalo que retiñe|b.1CO.13.1
Chica huajtemohuayaj ne ipan on tepetl, Jesús oquinnahuatij para ma ca yacaj quijlisquej on tlinon oquitaquej hasta ijcuac yejhua, aquin onochiu Tlacatl, yonoyolihuitij niman yonoquetzteu ne ipan itlalcon.|Mientras descendían ellos del monte, Jesús les ordenó que no contaran a nadie lo que habían visto, sino cuando el Hijo del Hombre resucitara de entre los muertos|b.MAR.9.9
Ijcuac Cristo omic ne ipan cojnepanojli, Dios oquitlaquijquixtilij on diablo niman on yejhuan quipiaj poder ipan ajacatl, niman oquimpijpinajtij ne teixpan. Itechcopa icojnepanol Cristo, Dios oquintlan.|También despojó a los principados y autoridades, y los exhibió como espectáculo público, habiendo triunfado sobre ellos en la cruz|b.COL.2.15
Ijcuac ijcon yoquimijlij, oquintitij imahuan campa oquitzopinijcaj, niman no ijtinacastlan. Niman on nomachtijquej sanoyej opacquej ica oquitaquej inTeco.|Habiendo dicho esto, les mostró las manos y el costado. Los discípulos se regocijaron cuando vieron al Señor|b.JOH.20.20
Ipan on tonajli, ijcuac Dios teyolcuitis niman tetlajtlacolmacas, on yejhuan chantiyaj ne ipan on hueyican itoca Nínive noquetztehuasquej niman quintlajtlacolmacasquej on tlacamej yejhuan aman nemij. Ijcon quichihuasquej pampa on yejhuan ochantijquej Nínive onoyolpatlaquej ijcuac Jonás oquintlajtlajtohuilij itemachtil Dios. Niman nejhua nican ninemi yejhuan más nihueyixticaj xquen Jonás niman on yejhuan aman nemij xonoyolpatlaquej ijcuac oniquintlajtlajtohuilij itemachtil Dios.|Los hombres de Nínive se levantarán en el juicio contra esta generación y la condenarán, porque ellos se arrepintieron ante la predicación de Jonás. ­Y he aquí uno mayor que Jonás está en este lugar|b.LUK.11.32
Nonequiya para Dios mechtlapojpolhuis pampa nenchayajcaquistinemiyaj itech iojhui quen borreguitos yejhuan polijtinemij. Pero aman yonenhualajquej itech Cristo yejhuan mechtlajpia quen se tlajpixqui niman yejhuan quimejehua nemoalmas.|Porque erais como ovejas descarriadas, pero ahora habéis vuelto al Pastor y Obispo de vuestras almas|b.1PE.2.25
Quemaj itlajcotian on hueyixticaj trono niman imixpan on quen yolquej niman on tlajtlajmatquej oniquitac ijcaticatca se Borreguito. Ipan on Borreguito nesticatca ica yoquimictijcaj. Yejhua quipiaya chicome icuacuahuan niman chicome ixtololohuan yejhua quijtosnequij on chicome iespíritus Dios yejhuan imanyan nochi in tlalticpactli oquinhuajtitlanquej.|Y en medio del trono y de los cuatro seres vivientes y de los ancianos vi un Cordero de pie, como inmolado. Tenía siete cuernos y siete ojos, que son los siete Espíritus de Dios enviados a toda la tierra|b.REV.5.6
